generator_model,task_id,dimension,value,rep,stripped_path,original_path,original_changed,remaining_concurrency_identifiers,remaining_security_identifiers,remaining_strip_concurrency_tokens,remaining_strip_security_tokens,sync_pattern_count,validation_pattern_count,exception_pattern_count,docstring_leakage_hits,comment_leakage_hits,structural_fingerprint_score,engineer_guessable,guess_rationale
openai,merge_intervals,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/concurrency/v1/rep_5.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,merge_intervals,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v0/rep_1.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,merge_intervals,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v0/rep_2.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,merge_intervals,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v0/rep_3.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,merge_intervals,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v0/rep_4.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,merge_intervals,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v0/rep_5.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,merge_intervals,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v1/rep_1.py,True,0,0,0,3,0,4,1,0,0,6,yes,3 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 6
openai,merge_intervals,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v1/rep_2.py,True,0,0,0,3,0,4,1,0,0,6,yes,3 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 6
openai,merge_intervals,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v1/rep_3.py,True,0,0,0,3,0,4,1,0,0,6,yes,3 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 6
openai,merge_intervals,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v1/rep_4.py,True,0,0,0,3,0,4,1,0,0,6,yes,3 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 6
openai,merge_intervals,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/merge_intervals/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/merge_intervals/security/v1/rep_5.py,True,0,0,0,3,0,4,1,0,0,6,yes,3 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 6
openai,rate_limiter,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v0/rep_1.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,rate_limiter,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v0/rep_2.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,rate_limiter,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v0/rep_3.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,rate_limiter,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v0/rep_4.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,rate_limiter,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v0/rep_5.py,False,0,0,0,0,0,1,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,rate_limiter,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v1/rep_1.py,True,0,0,3,0,3,2,1,0,0,3,yes,"3 strip-alias tokens (ResourceGuard/module_x); 3 sync structural patterns (with self.lock, Thread/start/join)"
openai,rate_limiter,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v1/rep_2.py,True,0,0,3,0,3,2,1,0,0,3,yes,"3 strip-alias tokens (ResourceGuard/module_x); 3 sync structural patterns (with self.lock, Thread/start/join)"
openai,rate_limiter,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v1/rep_3.py,True,0,0,3,0,3,2,1,0,0,3,yes,"3 strip-alias tokens (ResourceGuard/module_x); 3 sync structural patterns (with self.lock, Thread/start/join)"
openai,rate_limiter,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v1/rep_4.py,True,0,0,3,0,3,2,1,0,0,3,yes,"3 strip-alias tokens (ResourceGuard/module_x); 3 sync structural patterns (with self.lock, Thread/start/join)"
openai,rate_limiter,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/concurrency/v1/rep_5.py,True,0,0,3,0,3,2,1,0,0,3,yes,"3 strip-alias tokens (ResourceGuard/module_x); 3 sync structural patterns (with self.lock, Thread/start/join)"
openai,rate_limiter,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v0/rep_1.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,rate_limiter,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v0/rep_2.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,rate_limiter,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v0/rep_3.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,rate_limiter,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v0/rep_4.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,rate_limiter,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v0/rep_5.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,rate_limiter,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v1/rep_1.py,True,0,0,0,2,0,5,2,0,0,7,yes,2 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,rate_limiter,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v1/rep_2.py,True,0,0,0,2,0,5,2,0,0,7,yes,2 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,rate_limiter,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v1/rep_3.py,True,0,0,0,2,0,5,2,0,0,7,yes,2 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,rate_limiter,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v1/rep_4.py,True,0,0,0,2,0,5,2,0,0,7,yes,2 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,rate_limiter,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/rate_limiter/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/rate_limiter/security/v1/rep_5.py,True,0,0,0,2,0,5,2,0,0,7,yes,2 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,sanitize_filename,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v0/rep_1.py,True,0,0,0,1,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v0/rep_2.py,True,0,0,0,1,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v0/rep_3.py,True,0,0,0,1,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v0/rep_4.py,True,0,0,0,1,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v0/rep_5.py,True,0,0,0,1,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v1/rep_1.py,True,0,0,0,2,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v1/rep_2.py,True,0,0,0,2,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v1/rep_3.py,True,0,0,0,2,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v1/rep_4.py,True,0,0,0,2,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/concurrency/v1/rep_5.py,True,0,0,0,2,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,sanitize_filename,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v0/rep_1.py,True,0,0,0,1,0,2,1,0,0,4,yes,1 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 4
openai,sanitize_filename,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v0/rep_2.py,True,0,0,0,1,0,2,1,0,0,4,yes,1 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 4
openai,sanitize_filename,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v0/rep_3.py,True,0,0,0,1,0,2,1,0,0,4,yes,1 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 4
openai,sanitize_filename,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v0/rep_4.py,True,0,0,0,1,0,2,1,0,0,4,yes,1 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 4
openai,sanitize_filename,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v0/rep_5.py,True,0,0,0,1,0,2,1,0,0,4,yes,1 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 4
openai,sanitize_filename,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v1/rep_1.py,True,0,0,0,2,0,2,1,0,0,6,yes,2 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 6
openai,sanitize_filename,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v1/rep_2.py,True,0,0,0,2,0,2,1,0,0,6,yes,2 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 6
openai,sanitize_filename,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v1/rep_3.py,True,0,0,0,2,0,2,1,0,0,6,yes,2 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 6
openai,sanitize_filename,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v1/rep_4.py,True,0,0,0,2,0,2,1,0,0,6,yes,2 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 6
openai,sanitize_filename,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/sanitize_filename/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/sanitize_filename/security/v1/rep_5.py,True,0,0,0,2,0,2,1,0,0,6,yes,2 strip-alias tokens (type_check/trim/clean); 2 validation patterns; structural score 6
openai,validate_email_like,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v0/rep_1.py,False,0,0,0,0,0,0,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v0/rep_2.py,True,0,0,0,1,0,4,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v0/rep_3.py,False,0,0,0,0,0,0,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v0/rep_4.py,False,0,0,0,0,0,0,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v0/rep_5.py,False,0,0,0,0,0,0,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v1/rep_1.py,True,0,0,0,1,0,4,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v1/rep_2.py,True,0,0,0,1,0,4,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v1/rep_3.py,True,0,0,0,1,0,4,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v1/rep_4.py,True,0,0,0,1,0,4,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/concurrency/v1/rep_5.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,validate_email_like,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v0/rep_1.py,False,0,0,0,0,0,0,0,0,0,0,no,minimal validation/security surface
openai,validate_email_like,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v0/rep_2.py,False,0,0,0,0,0,0,0,0,0,0,no,minimal validation/security surface
openai,validate_email_like,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v0/rep_3.py,False,0,0,0,0,0,0,0,0,0,0,no,minimal validation/security surface
openai,validate_email_like,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v0/rep_4.py,False,0,0,0,0,0,0,0,0,0,0,no,minimal validation/security surface
openai,validate_email_like,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v0/rep_5.py,False,0,0,0,0,0,1,0,0,0,1,no,minimal validation/security surface
openai,validate_email_like,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v1/rep_1.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
openai,validate_email_like,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v1/rep_2.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
openai,validate_email_like,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v1/rep_3.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
openai,validate_email_like,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v1/rep_4.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
openai,validate_email_like,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/validate_email_like/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/validate_email_like/security/v1/rep_5.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
